185,186,179,183,180,190,183,186,180,221,183,208,183,233,206,180,186,175,27
187,188,182,185,182,192,185,188,182,223,185,209,185,234,208,182,188,177,28
189,191,184,188,184,194,188,191,184,225,188,211,188,236,211,184,191,179,29
192,193,187,190,187,197,190,193,187,227,190,213,190,238,213,187,193,182,30
194,196,189,192,189,199,192,196,189,229,192,215,192,240,216,189,196,184,31
196,198,192,195,191,201,195,198,191,230,195,217,195,242,219,191,198,186,32
199,201,194,197,194,204,197,201,194,232,197,219,197,244,221,194,201,189,33
201,203,197,199,196,206,199,203,196,234,199,221,199,246,224,196,203,191,34
204,206,199,202,199,209,202,206,199,236,202,223,202,248,226,199,206,194,35
206,208,202,204,201,211,204,208,201,238,204,225,204,250,229,201,208,196,36
208,210,205,206,203,213,206,210,203,240,206,227,206,252,232,203,210,198,37
211,213,207,209,206,216,209,213,206,242,209,229,209,254,234,206,213,201,38
213,215,210,211,208,218,211,215,208,244,211,231,211,256,237,208,215,203,39
216,218,212,213,211,221,213,218,211,246,213,233,213,258,239,211,218,206,40
218,220,215,216,213,223,216,220,213,247,216,235,216,260,242,213,220,208,41
220,223,217,218,215,225,218,223,215,249,218,237,218,262,245,215,223,210,42
223,225,220,220,218,228,220,225,218,251,220,239,220,264,247,218,225,213,43
225,228,222,223,220,230,223,228,220,253,223,241,223,266,250,220,228,215,44
228,230,225,225,223,233,225,230,223,255,225,243,225,268,253,223,230,218,45
230,232,228,227,225,235,227,232,225,257,227,244,227,269,255,225,232,220,46
232,235,230,230,227,237,230,235,227,259,230,246,230,271,258,227,235,222,47
235,237,233,232,230,240,232,237,230,261,232,248,232,273,260,230,237,225,48
237,240,235,234,232,242,234,240,232,263,234,250,234,275,263,232,240,227,49
239,242,238,237,234,244,237,242,234,264,237,252,237,277,266,234,242,229,50
242,245,240,239,237,247,239,245,237,266,239,254,239,279,268,237,245,232,51
244,247,243,241,239,249,241,247,239,268,241,256,241,281,271,239,247,234,52
247,250,245,244,242,252,244,250,242,270,244,258,244,283,273,242,250,237,53
249,252,248,246,244,254,246,252,244,272,246,260,246,285,276,244,252,239,54
251,254,251,248,246,256,248,254,246,274,248,262,248,287,279,246,254,241,55
254,257,253,251,249,259,251,257,249,276,251,264,251,289,281,249,257,244,56
256,259,256,253,251,261,253,259,251,278,253,266,253,291,284,251,259,246,57
259,262,258,255,254,264,255,262,254,280,255,268,255,293,286,254,262,249,58
261,264,261,258,256,266,258,264,256,281,258,270,258,295,289,256,264,251,59
263,267,263,260,258,268,260,267,258,283,260,272,260,297,292,258,267,253,60
266,269,266,262,261,271,262,269,261,285,262,274,262,299,294,261,269,256,61
268,272,268,265,263,273,265,272,263,287,265,276,265,301,297,263,272,258,62
271,274,271,267,266,276,267,274,266,289,267,278,267,303,300,266,274,261,63
273,276,274,269,268,278,269,276,268,291,269,279,269,304,302,268,276,263,64
275,279,276,272,270,280,272,279,270,293,272,281,272,306,305,270,279,265,65
278,281,279,274,273,283,274,281,273,295,274,283,274,308,307,273,281,268,66
280,284,281,276,275,285,276,284,275,297,276,285,276,310,310,275,284,270,67
282,286,284,279,277,287,279,286,277,298,279,287,279,312,313,277,286,272,68
285,289,286,281,280,290,281,289,280,300,281,289,281,314,315,280,289,275,69
287,291,289,283,282,292,283,291,282,302,283,291,283,316,318,282,291,277,70
290,294,291,286,285,295,286,294,285,304,286,293,286,318,320,285,294,280,71
292,296,294,288,287,297,288,296,287,306,288,295,288,320,323,287,296,282,72
294,298,297,290,289,299,290,298,289,308,290,297,290,322,326,289,298,284,73
297,301,299,293,292,302,293,301,292,310,293,299,293,324,328,292,301,287,74
299,303,302,295,294,304,295,303,294,312,295,301,295,326,331,294,303,289,75
302,306,304,297,297,307,297,306,297,314,297,303,297,328,333,297,306,292,76
304,308,307,300,299,309,300,308,299,315,300,305,300,330,336,299,308,294,77
306,311,309,302,301,311,302,311,301,317,302,307,302,332,339,301,311,296,78
309,313,312,304,304,314,304,313,304,319,304,309,304,334,341,304,313,299,79
311,316,314,307,306,316,307,316,306,321,307,311,307,336,344,306,316,301,80
314,318,317,309,309,319,309,318,309,323,309,313,309,338,347,309,318,304,81
316,320,320,311,311,321,311,320,311,325,311,314,311,339,349,311,320,306,82
318,323,322,314,313,323,314,323,313,327,314,316,314,341,352,313,323,308,83
321,325,325,316,316,326,316,325,316,329,316,318,316,343,354,316,325,311,84
323,328,327,318,318,328,318,328,318,331,318,320,318,345,357,318,328,313,85
325,330,330,321,320,330,321,330,320,332,321,322,321,347,360,320,330,315,86
328,333,332,323,323,333,323,333,323,334,323,324,323,349,362,323,333,318,87
330,335,335,325,325,335,325,335,325,336,325,326,325,351,365,325,335,320,88
333,338,337,328,328,338,328,338,328,338,328,328,328,353,367,328,338,323,89
335,340,340,330,330,340,330,340,330,340,330,330,330,355,370,330,340,325,90
337,342,342,333,332,342,332,342,333,342,333,332,332,357,372,332,342,328,91
340,345,345,335,335,345,335,345,335,344,335,334,335,359,374,335,345,330,92
342,347,347,338,337,347,337,347,338,346,338,336,337,361,377,337,347,333,93
345,350,350,340,339,350,339,350,340,348,340,338,339,363,379,340,350,335,94
347,352,352,343,341,352,342,352,343,350,343,340,341,364,381,342,352,338,95
350,355,354,345,344,354,344,355,345,352,345,342,344,366,383,344,355,340,96
352,357,357,348,346,357,346,357,348,354,348,344,346,368,386,347,357,343,97
355,360,359,350,348,359,349,360,350,356,350,346,348,370,388,349,360,345,98
357,362,362,353,351,362,351,362,353,358,353,348,351,372,390,352,362,348,99
359,364,364,356,353,364,353,364,355,360,356,349,353,374,392,354,364,350,100
362,367,366,358,355,366,356,367,358,362,358,351,355,376,394,356,367,353,101
364,369,369,361,357,369,358,369,360,364,361,353,357,378,397,359,369,355,102
367,372,371,363,360,371,360,372,363,366,363,355,360,380,399,361,372,358,103
369,374,373,366,362,373,363,374,365,368,366,357,362,381,401,363,374,360,104
372,377,376,368,364,376,365,377,368,370,368,359,364,383,403,366,377,363,105
374,379,378,371,366,378,367,379,370,372,371,361,366,385,406,368,379,365,106
377,382,381,373,369,381,370,382,373,374,373,363,369,387,408,371,382,368,107
379,384,383,376,371,383,372,384,375,376,376,365,371,389,410,373,384,370,108
381,386,385,379,373,385,374,386,378,378,379,367,373,391,412,375,386,373,109
384,389,388,381,376,388,377,389,380,380,381,369,376,393,414,378,389,375,110
386,391,390,384,378,390,379,391,383,382,384,371,378,395,417,380,391,378,111
389,394,393,386,380,393,381,394,385,384,386,373,380,397,419,383,394,380,112
391,396,395,389,382,395,384,396,388,386,389,375,382,398,421,385,396,383,113
394,399,397,391,385,397,386,399,390,388,391,377,385,400,423,387,399,385,114
396,401,400,394,387,400,388,401,393,390,394,379,387,402,426,390,401,388,115
399,404,402,396,389,402,391,404,395,392,396,381,389,404,428,392,404,390,116
401,406,405,399,392,405,393,406,398,394,399,383,392,406,430,395,406,393,117
403,408,407,402,394,407,395,408,400,396,402,384,394,408,432,397,408,395,118
406,411,409,404,396,409,398,411,403,398,404,386,396,410,434,399,411,398,119
408,413,412,407,398,412,400,413,405,400,407,388,398,412,437,402,413,400,120
411,416,414,409,401,414,402,416,408,402,409,390,401,414,439,404,416,403,121
413,418,416,412,403,416,405,418,410,404,412,392,403,415,441,406,418,405,122
416,421,419,414,405,419,407,421,413,406,414,394,405,417,443,409,421,408,123
418,423,421,417,407,421,409,423,415,408,417,396,407,419,446,411,423,410,124
421,426,424,419,410,424,412,426,418,410,419,398,410,421,448,414,426,413,125
423,428,426,422,412,426,414,428,420,412,422,400,412,423,450,416,428,415,126
425,430,428,425,414,428,416,430,423,414,425,402,414,425,452,418,430,418,127
428,433,431,427,417,431,419,433,425,416,427,404,417,427,454,421,433,420,128
430,435,433,430,419,433,421,435,428,418,430,406,419,429,457,423,435,423,129
433,438,436,432,421,436,423,438,430,420,432,408,421,431,459,426,438,425,130
435,440,438,435,423,438,426,440,433,422,435,410,423,432,461,428,440,428,131
438,443,440,437,426,440,428,443,435,424,437,412,426,434,463,430,443,430,132
440,445,443,440,428,443,430,445,438,426,440,414,428,436,466,433,445,433,133
443,448,445,442,430,445,433,448,440,428,442,416,430,438,468,435,448,435,134
445,450,448,445,433,448,435,450,443,430,445,418,433,440,470,438,450,438,135
447,452,450,448,435,450,437,452,445,432,448,419,435,442,472,440,452,440,136
450,455,452,450,437,452,440,455,448,434,450,421,437,444,474,442,455,443,137
452,457,455,453,439,455,442,457,450,436,453,423,439,446,477,445,457,445,138
455,460,457,455,442,457,444,460,453,438,455,425,442,448,479,447,460,448,139
457,462,459,458,444,459,447,462,455,440,458,427,444,449,481,449,462,450,140
460,465,462,460,446,462,449,465,458,442,460,429,446,451,483,452,465,453,141
462,467,464,463,448,464,451,467,460,444,463,431,448,453,486,454,467,455,142
465,470,467,465,451,467,454,470,463,446,465,433,451,455,488,457,470,458,143
467,472,469,468,453,469,456,472,465,448,468,435,453,457,490,459,472,460,144
469,474,471,471,455,471,458,474,468,450,471,437,455,459,492,461,474,463,145
472,477,474,473,458,474,461,477,470,452,473,439,458,461,494,464,477,465,146
474,479,476,476,460,476,463,479,473,454,476,441,460,463,497,466,479,468,147
477,482,479,478,462,479,465,482,475,456,478,443,462,465,499,469,482,470,148
479,484,481,481,464,481,468,484,478,458,481,445,464,466,501,471,484,473,149
482,487,483,483,467,483,470,487,480,460,483,447,467,468,503,473,487,475,150
484,489,486,486,469,486,472,489,483,462,486,449,469,470,506,476,489,478,151
487,492,488,488,471,488,475,492,485,464,488,451,471,472,508,478,492,480,152
489,494,491,491,474,491,477,494,488,466,491,453,474,474,510,481,494,483,153
491,496,493,494,476,493,479,496,490,468,494,454,476,476,512,483,496,485,154
494,499,495,496,478,495,482,499,493,470,496,456,478,478,514,485,499,488,155
496,501,498,499,480,498,484,501,495,472,499,458,480,480,517,488,501,490,156
499,504,500,501,483,500,486,504,498,474,501,460,483,482,519,490,504,493,157
501,506,502,504,485,502,489,506,500,476,504,462,485,483,521,492,506,495,158
504,509,505,506,487,505,491,509,503,478,506,464,487,485,523,495,509,498,159
506,511,507,509,489,507,493,511,505,480,509,466,489,487,526,497,511,500,160
509,514,510,511,492,510,496,514,508,482,511,468,492,489,528,500,514,503,161
511,516,512,514,494,512,498,516,510,484,514,470,494,491,530,502,516,505,162
513,518,514,517,496,514,500,518,513,486,517,472,496,493,532,504,518,508,163
516,521,517,519,499,517,503,521,515,488,519,474,499,495,534,507,521,510,164
518,523,519,522,501,519,505,523,518,490,522,476,501,497,537,509,523,513,165
521,526,522,524,503,522,507,526,520,492,524,478,503,499,539,512,526,515,166
523,528,524,527,505,524,510,528,523,494,527,480,505,500,541,514,528,518,167
526,531,526,529,508,526,512,531,525,496,529,482,508,502,543,516,531,520,168
528,533,529,532,510,529,514,533,528,498,532,484,510,504,546,519,533,523,169
531,536,531,534,512,531,517,536,530,500,534,486,512,506,548,521,536,525,170
533,538,534,537,515,534,519,538,533,502,537,488,515,508,550,524,538,528,171
535,540,536,540,517,536,521,540,535,504,540,489,517,510,552,526,540,530,172
538,543,538,542,519,538,524,543,538,506,542,491,519,512,554,528,543,533,173
540,545,541,545,521,541,526,545,540,508,545,493,521,514,557,531,545,535,174
543,548,543,547,524,543,528,548,543,510,547,495,524,516,559,533,548,538,175
545,550,545,550,526,545,531,550,545,512,550,497,526,517,561,535,550,540,176
548,553,548,552,528,548,533,553,548,514,552,499,528,519,563,538,553,543,177
550,555,550,555,530,550,535,555,550,516,555,501,530,521,566,540,555,545,178
553,558,553,557,533,553,538,558,553,518,557,503,533,523,568,543,558,548,179
555,560,555,560,535,555,540,560,555,520,560,505,535,525,570,545,560,550,180
1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,Leg #
Shoulder,Arm,Claw,Shoulder,Arm,Claw,Shoulder,Arm,Claw,Shoulder,Arm,Claw,Shoulder,Arm,Claw,Shoulder,Arm,Claw,Part
1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,I2C
0,8,0,1,9,1,2,10,2,3,11,3,4,12,4,5,13,5,Channel
2.389,2.444,2.556,2.333,2.389,2.389,2.333,2.444,2.389,1.889,2.333,1.944,2.333,1.944,2.611,2.389,2.444,2.389,Slope 0 to 90
2.444,2.444,2.389,2.556,2.278,2.389,2.333,2.444,2.500,2.000,2.556,1.944,2.278,1.889,2.222,2.389,2.444,2.500,Slope 90 to 180
